UWI,Well Type (Simple),Field,Pool,Formation,Status (Detailed),Status (Simple),Total Depth (TD),Total Vertical Depth (TVD),Surface Longitude,Surface Latitude,Estimated LLR (Well),2013-01 Prod - Oil,2013-02 Prod - Oil,2013-03 Prod - Oil,2013-04 Prod - Oil,2013-05 Prod - Oil,2013-06 Prod - Oil,2013-07 Prod - Oil,2013-08 Prod - Oil,2013-09 Prod - Oil,2013-10 Prod - Oil,2013-11 Prod - Oil,2013-12 Prod - Oil,2014-01 Prod - Oil,2014-02 Prod - Oil,2014-03 Prod - Oil,2014-04 Prod - Oil,2014-05 Prod - Oil,2014-06 Prod - Oil,2014-07 Prod - Oil,2014-08 Prod - Oil,2014-09 Prod - Oil,2014-10 Prod - Oil,2014-11 Prod - Oil,2014-12 Prod - Oil,2015-01 Prod - Oil,2015-02 Prod - Oil,2015-03 Prod - Oil,2015-04 Prod - Oil,2015-05 Prod - Oil,2015-06 Prod - Oil,2015-07 Prod - Oil,2015-08 Prod - Oil,2015-09 Prod - Oil,2015-10 Prod - Oil,2015-11 Prod - Oil,2015-12 Prod - Oil,2016-01 Prod - Oil,2016-02 Prod - Oil,2016-03 Prod - Oil,2016-04 Prod - Oil,2016-05 Prod - Oil,2016-06 Prod - Oil,2016-07 Prod - Oil,2016-08 Prod - Oil,2016-09 Prod - Oil,2016-10 Prod - Oil,2016-11 Prod - Oil,2016-12 Prod - Oil,2017-01 Prod - Oil,2017-02 Prod - Oil,2017-03 Prod - Oil,2017-04 Prod - Oil,2017-05 Prod - Oil,2017-06 Prod - Oil,2017-07 Prod - Oil,2017-08 Prod - Oil,2017-09 Prod - Oil,2017-10 Prod - Oil,2017-11 Prod - Oil,2017-12 Prod - Oil,2013-01 Prod - Gas,2013-02 Prod - Gas,2013-03 Prod - Gas,2013-04 Prod - Gas,2013-05 Prod - Gas,2013-06 Prod - Gas,2013-07 Prod - Gas,2013-08 Prod - Gas,2013-09 Prod - Gas,2013-10 Prod - Gas,2013-11 Prod - Gas,2013-12 Prod - Gas,2014-01 Prod - Gas,2014-02 Prod - Gas,2014-03 Prod - Gas,2014-04 Prod - Gas,2014-05 Prod - Gas,2014-06 Prod - Gas,2014-07 Prod - Gas,2014-08 Prod - Gas,2014-09 Prod - Gas,2014-10 Prod - Gas,2014-11 Prod - Gas,2014-12 Prod - Gas,2015-01 Prod - Gas,2015-02 Prod - Gas,2015-03 Prod - Gas,2015-04 Prod - Gas,2015-05 Prod - Gas,2015-06 Prod - Gas,2015-07 Prod - Gas,2015-08 Prod - Gas,2015-09 Prod - Gas,2015-10 Prod - Gas,2015-11 Prod - Gas,2015-12 Prod - Gas,2016-01 Prod - Gas,2016-02 Prod - Gas,2016-03 Prod - Gas,2016-04 Prod - Gas,2016-05 Prod - Gas,2016-06 Prod - Gas,2016-07 Prod - Gas,2016-08 Prod - Gas,2016-09 Prod - Gas,2016-10 Prod - Gas,2016-11 Prod - Gas,2016-12 Prod - Gas,2017-01 Prod - Gas,2017-02 Prod - Gas,2017-03 Prod - Gas,2017-04 Prod - Gas,2017-05 Prod - Gas,2017-06 Prod - Gas,2017-07 Prod - Gas,2017-08 Prod - Gas,2017-09 Prod - Gas,2017-10 Prod - Gas,2017-11 Prod - Gas,2017-12 Prod - Gas,2013-01 Prod - Condensate,2013-02 Prod - Condensate,2013-03 Prod - Condensate,2013-04 Prod - Condensate,2013-05 Prod - Condensate,2013-06 Prod - Condensate,2013-07 Prod - Condensate,2013-08 Prod - Condensate,2013-09 Prod - Condensate,2013-10 Prod - Condensate,2013-11 Prod - Condensate,2013-12 Prod - Condensate,2014-01 Prod - Condensate,2014-02 Prod - Condensate,2014-03 Prod - Condensate,2014-04 Prod - Condensate,2014-05 Prod - Condensate,2014-06 Prod - Condensate,2014-07 Prod - Condensate,2014-08 Prod - Condensate,2014-09 Prod - Condensate,2014-10 Prod - Condensate,2014-11 Prod - Condensate,2014-12 Prod - Condensate,2015-01 Prod - Condensate,2015-02 Prod - Condensate,2015-03 Prod - Condensate,2015-04 Prod - Condensate,2015-05 Prod - Condensate,2015-06 Prod - Condensate,2015-07 Prod - Condensate,2015-08 Prod - Condensate,2015-09 Prod - Condensate,2015-10 Prod - Condensate,2015-11 Prod - Condensate,2015-12 Prod - Condensate,2016-01 Prod - Condensate,2016-02 Prod - Condensate,2016-03 Prod - Condensate,2016-04 Prod - Condensate,2016-05 Prod - Condensate,2016-06 Prod - Condensate,2016-07 Prod - Condensate,2016-08 Prod - Condensate,2016-09 Prod - Condensate,2016-10 Prod - Condensate,2016-11 Prod - Condensate,2016-12 Prod - Condensate,2017-01 Prod - Condensate,2017-02 Prod - Condensate,2017-03 Prod - Condensate,2017-04 Prod - Condensate,2017-05 Prod - Condensate,2017-06 Prod - Condensate,2017-07 Prod - Condensate,2017-08 Prod - Condensate,2017-09 Prod - Condensate,2017-10 Prod - Condensate,2017-11 Prod - Condensate,2017-12 Prod - Condensate,2013-01 Prod - BOE Prod,2013-02 Prod - BOE Prod,2013-03 Prod - BOE Prod,2013-04 Prod - BOE Prod,2013-05 Prod - BOE Prod,2013-06 Prod - BOE Prod,2013-07 Prod - BOE Prod,2013-08 Prod - BOE Prod,2013-09 Prod - BOE Prod,2013-10 Prod - BOE Prod,2013-11 Prod - BOE Prod,2013-12 Prod - BOE Prod,2014-01 Prod - BOE Prod,2014-02 Prod - BOE Prod,2014-03 Prod - BOE Prod,2014-04 Prod - BOE Prod,2014-05 Prod - BOE Prod,2014-06 Prod - BOE Prod,2014-07 Prod - BOE Prod,2014-08 Prod - BOE Prod,2014-09 Prod - BOE Prod,2014-10 Prod - BOE Prod,2014-11 Prod - BOE Prod,2014-12 Prod - BOE Prod,2015-01 Prod - BOE Prod,2015-02 Prod - BOE Prod,2015-03 Prod - BOE Prod,2015-04 Prod - BOE Prod,2015-05 Prod - BOE Prod,2015-06 Prod - BOE Prod,2015-07 Prod - BOE Prod,2015-08 Prod - BOE Prod,2015-09 Prod - BOE Prod,2015-10 Prod - BOE Prod,2015-11 Prod - BOE Prod,2015-12 Prod - BOE Prod,2016-01 Prod - BOE Prod,2016-02 Prod - BOE Prod,2016-03 Prod - BOE Prod,2016-04 Prod - BOE Prod,2016-05 Prod - BOE Prod,2016-06 Prod - BOE Prod,2016-07 Prod - BOE Prod,2016-08 Prod - BOE Prod,2016-09 Prod - BOE Prod,2016-10 Prod - BOE Prod,2016-11 Prod - BOE Prod,2016-12 Prod - BOE Prod,2017-01 Prod - BOE Prod,2017-02 Prod - BOE Prod,2017-03 Prod - BOE Prod,2017-04 Prod - BOE Prod,2017-05 Prod - BOE Prod,2017-06 Prod - BOE Prod,2017-07 Prod - BOE Prod,2017-08 Prod - BOE Prod,2017-09 Prod - BOE Prod,2017-10 Prod - BOE Prod,2017-11 Prod - BOE Prod,2017-12 Prod - BOE Prod
103093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,650,557,-113.766159,55.719105,7.61,26.64034645,30.43813929,27.93888581,29.56206,30.73886129,29.45723,19.21432452,34.85766581,33.943954,37.69822065,45.642982,48.12711484,49.10101935,59.10165643,66.24579677,43.252858,24.65195806,47.425092,75.45731032,74.67,77.22,79.25,43.88,71.58,74.42,65.66,40.52,61.12,55.03,49.77,46.52,54.32,51.91,48.11,49.77,52.61,57.74,36.68,57.62,39.33,25.46,26.61,39.04,14.02,12.6,42.61,58.16,32.08,27.65,18.82,16.88,9.43,9.27,8.47,5.8,12.28,36.42,49.83,38.56,25.81,0.020505368,0.022828496,0.020733205,0.02177746,0.022555905,0.022483756,0.01412592,0.025403872,0.026015236,0.028479677,0.035550232,0.035998312,0.05206085,0.066719747,0.075414186,0.053443064,0.015492945,0.045556092,0.049782476,0.0463,0.0425,0.0662,0.0441,0.0514,0.0427,0.0327,0.0229,0.023,0.0221,0.0218,0.0205,0.0304,0.0321,0.035,0.0347,0.0204,0.0216,0.0141,0.028,0.0232,0.0138,0.0239,0.0155,0.0057,0.0087,0.0126,0.0247,0.0145,0.0104,0.0082,0.0065,0.0036,0.0044,0.0044,0.0056,0.0038,0.0077,0.0088,0.008,0.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05790774,34.24288857,31.39442,33.19163667,34.49817871,33.20452267,21.56864452,39.09164452,38.27982667,42.44483355,51.56802067,54.12683355,57.77782774,70.22161429,78.81482774,52.16003533,27.23411548,55.017774,83.75438968,82.37,84.3,90.28,51.24,80.14,81.54,71.11,44.33,64.94,58.71,53.4,49.94,59.38,57.27,53.94,55.56,56.01,61.35,39.03,62.29,43.2,27.76,30.59,41.62,14.97,14.05,44.72,62.28,34.49,29.38,20.19,17.96,10.04,10.01,9.2,6.73,12.9,37.69,51.29,39.89,27.52
104093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,718,565.42,-113.766364,55.719495,8.97,30.19104,39.08661429,34.10694774,33.44077,32.17942839,33.5456,31.449,31.61131742,30.107176,32.93014645,40.003128,41.63441806,44.55613161,47.80248,55.43139871,47.362194,33.29536065,45.936506,47.86334903,50.72,53.74,56,33.9,28.43,40.28,33.4,34.68,38.39,41.03,26.92,23.33,39.71,42.83,40.09,44.78,52.59,44.62,28.5,31.98,28.79,37.68,37.4,31.19,37.03,37.17,35.18,35.41,33.05,33.09,29.29,33.32,26,26.68,33.82,3.83,20.45,25.89,20.78,17.74,16.56,0.006265529,0.00794583,0.006835123,0.006709812,0.006379448,0.006945244,0.006265529,0.006265529,0.006238948,0.006721204,0.008475552,0.008429985,0.005468098,0.00618009,0.007176879,0.006709812,0.002392293,0.005061788,0.003645399,0.0035,0.0034,0.0054,0.0039,0.0044,0.0049,0.0035,0.0041,0.0746,0.0846,0.061,0.0529,0.0077,0.0092,0.01,0.0108,0.0211,0.0172,0.0112,0.0158,0.0374,0.0465,0.0766,0.0273,0.0344,0.0572,0.0231,0.0338,0.0214,0.0179,0.0185,0.0185,0.0146,0.02,0.0267,0.0055,0.0197,0.017,0.0115,0.0114,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.23529484,40.41091929,35.24613484,34.559072,33.24266968,34.70314067,32.49325484,32.65557226,31.14700067,34.0503471,41.41572,43.03941548,45.46748129,48.832495,56.62754516,48.480496,33.69407613,46.78013733,48.47091548,51.31,54.3,56.89,34.55,29.17,41.09,33.99,35.36,50.83,55.13,37.08,32.14,41,44.36,41.76,46.59,56.1,47.48,30.37,34.62,35.03,45.42,50.18,35.74,42.76,46.71,39.04,41.04,36.62,36.07,32.38,36.39,28.43,30.02,38.27,4.75,23.74,28.72,22.69,19.64,19.99
100103507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,702,558.22,-113.766643,55.719867,3.18,29.19684581,38.839515,36.19678452,27.926712,30.84030968,30.861952,28.87221097,29.03452839,27.633188,30.45480581,39.541876,54.07199032,51.61693935,45.03946071,44.92134581,48.620154,21.79111355,29.079842,42.60832258,43.7,57.4,59,35.18,36.03,45.47,52,43.28,41.28,39.24,35.16,15.34,18.14,14.28,18.24,21.18,24.21,19.68,20.02,23.76,26.04,25.77,7.55,33.92,42.97,30.27,19.68,13.82,16.19,15.24,14.26,10.55,2.37,0,1.78,2.25,10.65,20.38,12.36,3.67,,0.005695935,0.007315209,0.006721204,0.005179504,0.005695935,0.0058858,0.005354179,0.005354179,0.00529722,0.005809854,0.007769256,0.010138765,0.142056631,0.131673754,0.132601378,0.155855984,0.0353148,0.07239534,0.073021893,0.0702,0.0818,0.1278,0.0917,0.0279,0.028,0.0277,0.0262,0.0167,0.017,0.0166,0.0072,0.0109,0.0095,0.0141,0.0159,0.0126,0.0099,0.0104,0.0155,0.0204,0.0188,0.0092,0.018,0.024,0.0278,0.0079,0.008,0.0103,0.008,0.009,0.0058,0.0013,0,0.0013,0.003,0.0047,0.006,0.0031,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14616839,40.05871643,37.31698516,28.78996267,31.78963226,31.84291867,29.76457419,29.92689161,28.516058,31.42311484,40.836752,55.76178452,75.29304452,66.98508643,67.02157548,74.59615133,27.67691355,41.145732,54.77863806,55.4,71.04,80.31,50.46,40.69,50.14,56.63,47.64,44.07,42.07,37.93,16.54,19.96,15.87,20.59,23.82,26.31,21.33,21.74,26.34,29.43,28.9,9.08,36.92,46.98,34.91,20.99,15.15,17.9,16.57,15.76,11.52,2.58,0,2,2.75,11.43,21.38,12.87,3.85,
102103507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,592,563.17,-113.766737,55.719991,8.38,12.84336581,15.92667214,15.17667871,7.904182,17.71288839,6.520426,0.669559355,0,27.423528,49.44594387,50.73772,11.84917161,12.59988968,0.404344286,0,0,1.602884516,8.742822,16.84043226,18.59,20.92,15.79,12.06,14.53,31.16,35.38,26.3,26.69,24.55,33.23,34.05,40.44,39.44,38.9,39.35,28.43,29.56,28.41,28.39,22.69,25,22.31,17.94,13.88,0.23,1.62,0,29.89,38.65,35.27,38.53,26.14,11.69,21.85,14.26,7.73,15.28,19.46,20.97,13.82,0.00262013,0.003279231,0.003075805,0.001530308,0.00353148,0.001294876,0.000113919,0,0.005650368,0.010138765,0.010712156,0.002392293,0.020961043,0.000756746,0,0,0.001594862,0.013184192,0.017429563,0.018,0.018,0.0207,0.019,0.0351,0.0598,0.0589,0.0496,0.0337,0.0329,0.049,0.0502,0.0759,0.082,0.0947,0.0921,0.0365,0.0365,0.0362,0.0456,0.0436,0.045,0.0671,0.0232,0.0189,0.0004,0.0016,0,0.0286,0.0308,0.0328,0.0316,0.0215,0.012,0.0237,0.0289,0.005,0.0068,0.0073,0.0093,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28005419,16.47321071,15.6893129,8.159233333,18.30146839,6.736238667,0.688545806,0,28.365256,51.13573806,52.52307933,12.2478871,16.09339677,0.530468571,0,0,1.868694839,10.94018733,19.74535935,21.59,23.93,19.24,15.21,20.38,41.13,45.2,34.55,32.3,30.04,41.39,42.42,53.08,53.11,54.67,54.7,34.5,35.64,34.44,35.98,29.94,32.5,33.49,21.81,17.03,0.29,1.89,0,34.65,43.78,40.73,43.79,29.73,13.68,25.79,19.09,8.57,16.42,20.67,22.52,15.75
100113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,570,555.78,-113.777067,55.719992,0,2.759396129,3.189827143,4.139094194,5.13667,3.997066452,2.872342,2.394181935,7.973843226,9.812088,10.81439806,11.489368,11.99119935,12.53902065,10.26585214,6.330379355,7.589692,1.481146452,0,0,0,0,0,0.29,4.34,7.93,7.44,5.86,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0.008543903,0.009837694,0.012872814,0.015773944,0.012644977,0.008593268,0.007860391,0.023922929,0.031547888,0.026998734,0.02825184,0.029391027,0.031897239,0.025350981,0.014923351,0.01883456,0.003075805,0,0,0,0,0,0.0009,0.0109,0.0232,0.0232,0.0193,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18338,4.829442857,6.284563226,7.765660667,6.104562581,4.304553333,3.704247097,11.96099806,15.07006933,15.3141871,16.198008,16.88970387,17.8552271,14.49101571,8.817604516,10.72878533,1.993780645,0,0,0,0,0,0.45,6.16,11.81,11.3,9.07,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,
102113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,741,547.53,-113.776828,55.719992,3.12,37.31271677,34.84099929,36.11562581,38.535508,41.04601742,41.973932,38.24604194,44.79960774,43.965702,48.30972194,52.897218,55.81690258,51.67780839,55.08067714,49.60826129,60.927196,45.7329329,36.103452,51.25172516,38.83,46.25,66.85,63.57,59.06,46.48,53.15,42.69,27.59,27.29,29.52,47.64,65.6,64.45,53.12,39.67,68.19,9.25,29.3,18.57,21.93,22.01,20.99,21.57,32.79,40.25,26.23,5.35,3.14,0,2.11,1.08,4.42,3.33,3.4,2.11,0.08,6.92,34.47,17.7,3.51,0.004784586,0.00441435,0.004670667,0.004826356,0.005354179,0.005179504,0.003189724,0.003417561,0.00353148,0.003873236,0.00412006,0.004328911,0.004214992,0.004288226,0.003759317,0.004826356,0.003075805,0.0117716,0.015606863,0.0147,0.017,0.0517,0.0574,0.0424,0.0386,0.047,0.0399,0.0204,0.0256,0.0241,0.033,0.0469,0.0456,0.0368,0.0273,0.0162,0.0022,0.0066,0.0036,0.0062,0.0064,0.0077,0.0074,0.0087,0.0182,0.0072,0.0009,0.0175,0,0.0165,0.009,0.0427,0.0334,0.0447,0.023,0.001,0.0279,0.0804,0.0504,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11014774,35.57672429,36.89407032,39.33990067,41.93838065,42.83718267,38.77766258,45.36920129,44.554282,48.95526129,53.58389467,56.53838774,52.3803071,55.79538143,50.23481419,61.73158867,46.2455671,38.06538533,53.85286903,41.28,49.08,75.47,73.14,66.13,52.92,60.99,49.33,30.99,31.56,33.54,53.15,73.42,72.04,59.25,44.22,70.89,9.61,30.4,19.17,22.97,23.08,22.26,22.8,34.23,43.3,27.43,5.5,6.07,0,4.87,2.58,11.55,8.89,10.85,5.95,0.25,11.57,47.88,26.09,8.92
103113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,624,555.12,-113.77659,55.719992,7.32,32.15913871,40.34457429,47.68074194,47.69765,47.84305935,50.507094,41.57354903,41.87789419,42.45615,51.35317355,59.690202,60.68642516,57.64297355,70.22112429,74.15877097,76.73556,56.08066839,39.227386,41.6952871,53.63,53.4,58.6,56.67,21.18,53.63,63.17,60.77,56.21,50.95,52.31,55.61,53.89,48.79,49.39,47.36,51.41,37.6,48.04,43.64,49.82,27.65,21.74,5.97,8.79,2.1,14.34,22.62,14.1,19.38,28.57,43.16,26.75,30.09,28.66,12.15,5.94,13.44,12.78,5.81,5.64,0.004101074,0.005171096,0.00615161,0.006003516,0.006265529,0.006238948,0.010480521,0.009569172,0.010476724,0.012303221,0.01412592,0.014239839,0.014012001,0.016648406,0.01674605,0.01824598,0.011391871,0.016833388,0.01674605,0.0268,0.0257,0.0237,0.0267,0.008,0.0232,0.0293,0.0296,0.0217,0.0249,0.0224,0.0202,0.0203,0.018,0.0179,0.0171,0.0303,0.0219,0.027,0.0211,0.0353,0.0197,0.0197,0.0052,0.0057,0.0022,0.0098,0.0105,0.0087,0.0283,0.0247,0.0398,0.0285,0.0333,0.0417,0.0148,0.01,0.006,0.0033,0.0018,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84265097,41.20642357,48.70601032,48.698236,48.88731419,51.54691867,43.32030258,43.47275613,44.20227067,53.40371032,62.044522,63.05973161,59.9783071,72.99585857,76.94977935,79.77655667,57.97931355,42.03295067,44.48629548,58.09,57.68,62.55,61.12,22.51,57.5,68.04,65.7,59.82,55.11,56.04,58.97,57.27,51.79,52.37,50.21,56.46,41.24,52.55,47.16,55.7,30.94,25.02,6.84,9.73,2.47,15.98,24.37,15.54,24.09,32.69,49.78,31.5,35.63,35.61,14.62,7.62,14.44,13.33,6.1,6.63
100123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,688.5,546.61,-113.777306,55.719993,5.17,28.08091355,23.27226,35.6692529,35.097084,33.55912645,35.411574,34.24897548,43.13585419,45.223662,41.35036258,52.373068,52.50968516,56.34443419,48.20682429,57.72413226,67.0912,23.90124,42.204558,64.84580903,57.07,61.66,59.16,60.97,74.38,47.96,46.12,49.36,50.28,26.42,39.21,47.94,50.36,49.58,51.54,47.51,47.64,14.45,47.22,38.21,36.65,16.84,0,3,16.7,3,0.73,8.09,38.85,28.26,18.15,12.8,16.16,14.63,3.44,3.77,3.83,7.67,9.96,8.47,2.86,0.00353148,0.002900859,0.004556748,0.004473208,0.00444283,0.004355492,0.006037692,0.006949041,0.007769256,0.006949041,0.008710984,0.008657822,0.009569172,0.00794583,0.009113497,0.01118302,0.003417561,0.027427828,0.039188036,0.0431,0.045,0.0377,0.0454,0.044,0.0328,0.0335,0.038,0.0306,0.0204,0.0265,0.0273,0.0297,0.029,0.0294,0.027,0.0306,0.0091,0.029,0.0203,0.0283,0.0132,0,0.0027,0.012,0.0036,0.0005,0.0041,0.0326,0.0562,0.0213,0.0161,0.0234,0.0219,0.0068,0.0062,0.0089,0.0047,0.0035,0.0036,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.66949355,23.75573643,36.42871097,35.84261867,34.29959806,36.13748933,35.25525742,44.29402774,46.518538,42.50853613,53.82489867,53.95265548,57.93929613,49.53112929,59.24304839,68.95503667,24.47083355,46.77586267,71.37714839,64.25,69.16,65.45,68.54,81.71,53.43,51.71,55.71,55.38,29.82,43.62,52.5,55.31,54.41,56.43,52,52.75,15.97,52.05,41.59,41.36,19.04,0,3.46,18.69,3.61,0.81,8.78,44.28,37.62,21.7,15.48,20.07,18.27,4.58,4.8,5.32,8.46,10.55,9.08,3.51
102123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,735.5,544.16,-113.777544,55.719993,5.71,0,0,15.39986516,40.56921,35.4054871,21.90947,12.01148903,25.58528323,39.122556,45.71264323,53.211708,47.92421806,31.06349613,26.21498786,38.24604194,44.322124,8.643402581,0,0,26.01,31.34,32.61,31.16,33.7,35.77,41.33,19.09,23.46,6.96,2.85,4,4.79,4.28,4.67,5.3,4.34,4.81,6.59,22.26,22.56,26.09,24.15,18.65,26.58,26.73,27.49,54.78,48.05,6.33,16.76,11.1,3.19,3.02,5.12,9.45,1.99,0,27.49,50.09,28.45,0,0,0.002050537,0.005179504,0.004670667,0.002707468,0.010024846,0.019480099,0.031901036,0.036340068,0.041671464,0.037365337,0.025062116,0.020558259,0.028593596,0.034961652,0.005809854,0,0,0.0279,0.0323,0.0284,0.0317,0.056,0.0689,0.0848,0.0412,0.0401,0.0152,0.0054,0.0064,0.008,0.0069,0.0074,0.0085,0.0062,0.0068,0.0089,0.0261,0.0388,0.0453,0.0532,0.039,0.0425,0.073,0.046,0.0622,0.0612,0.019,0.0299,0.0211,0.0069,0.0069,0.0154,0.0238,0.0069,0,0.0147,0.0326,0.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.74162129,41.43246067,36.18393161,22.36071467,13.68229677,28.83196645,44.43939533,51.76932129,60.156952,54.15177419,35.24051548,29.64136429,43.01164129,50.149066,9.611711613,0,0,30.66,36.72,37.33,36.43,43.04,47.26,55.46,25.97,30.15,9.48,3.75,5.06,6.12,5.43,5.9,6.72,5.37,5.95,8.08,26.61,29.03,33.65,33.02,25.14,33.66,38.9,35.16,65.14,58.24,9.5,21.74,14.61,4.34,4.18,7.69,13.42,3.15,0,29.94,55.52,38.49
103123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,612.5,545.23,-113.777783,55.719993,3.01,40.8837,41.06340857,30.61712323,24.362492,23.57660516,15.745466,14.34480194,15.2781271,14.718132,15.56218258,19.833836,21.85198258,21.42589935,25.13673643,30.45480581,36.229248,18.62592387,18.806502,18.22013032,0.81,10.78,15.36,13.82,13.74,11.14,9.12,21.04,25.54,18.02,18.55,19.25,18,17.72,18.42,19.85,18.59,21.51,25.16,23.52,,0,0,5.6,22.28,6.12,10.02,13.84,9.82,9.43,13.86,13.47,13.1,12.32,5.03,4.48,2.54,9.77,2.17,,,0.005240261,0.005171096,0.003987155,0.003060616,0.003075805,0.002001172,0.001936618,0.001936618,0.002001172,0.002050537,0.002472036,0.002734049,0.024834279,0.02825184,0.03269467,0.040965168,0.017999156,0.024838076,0.022328067,0.0013,0.016,0.019,0.0201,0.0158,0.0149,0.013,0.0317,0.0904,0.081,0.0727,0.0641,0.0371,0.0361,0.0368,0.0393,0.032,0.0366,0.0413,0.0333,,0,0,0.014,0.0432,0.0138,0.0138,0.0129,0.0087,0.0195,0.0172,0.0178,0.02,0.0194,0.0104,0.0077,0.0062,0.0062,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.75707677,41.92525786,31.28164903,24.87259467,24.08923935,16.07899467,14.66757161,15.60089677,15.05166067,15.90393871,20.245842,22.30765742,25.56494581,29.84537643,35.90391742,43.056776,21.62578323,22.94618133,21.94147484,1.02,13.44,18.53,17.17,16.38,13.63,11.29,26.32,40.6,31.52,30.68,29.94,24.19,23.74,24.56,26.41,23.92,27.6,32.04,29.06,,0,0,7.94,29.47,8.42,12.32,16,11.26,12.68,16.72,16.43,16.44,15.54,6.76,5.78,3.56,10.81,2.3,,
102133507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,610,549.03,-113.778499,55.719993,4.67,17.87520581,32.37000643,27.12729871,23.48192,23.90124,25.243064,22.98820452,25.30122774,23.58675,24.85485484,31.742524,39.26052581,42.12137032,36.72793929,37.7388,16.98246,0,0,0,21.85,23.31,23.64,22.27,27.05,25.5,26.17,28.57,26.67,28.22,37.82,33.54,30.48,37.34,41.29,46.75,38.16,28.16,27.91,7.28,0,41.55,40.21,39.16,26.01,19.62,32.67,31.07,5.48,0,17.61,23.82,15.75,10.69,2.66,8.93,3.96,13.65,26.68,26.44,5.58,0.002278374,0.004035977,0.00353148,0.0029429,0.003075805,0.003178332,0.008202147,0.008202147,0.00824012,0.008429985,0.01059444,0.013100652,0.014581595,0.01236018,0.012075383,0.005768084,0,0,0,0.01,0.0104,0.0088,0.0097,0.0402,0.0439,0.0479,0.0553,0.0407,0.0547,0.0639,0.0481,0.0452,0.0546,0.059,0.0665,0.0276,0.0202,0.0191,0.0043,0,0.0368,0.0452,0.0416,0.0211,0.0272,0.0278,0.0177,0.0042,0,0.0187,0.0268,0.0204,0.0144,0.0048,0.0132,0.0083,0.0074,0.0084,0.0101,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25493484,33.04266929,27.71587871,23.97240333,24.41387419,25.772786,24.35522903,26.66825226,24.96010333,26.25985226,33.508264,41.44396774,44.55163613,38.78796929,39.75136387,17.94380733,0,0,0,23.52,25.04,25.1,23.87,33.75,32.81,34.16,37.78,33.46,37.34,48.48,41.55,38.01,46.44,51.12,57.84,42.76,31.52,31.1,8.01,0,47.69,47.75,46.09,29.52,24.16,37.3,34.01,6.18,0,20.72,28.28,19.14,13.08,3.47,11.13,5.34,14.88,28.09,28.13,6.72
