UWI,Well Type (Simple),Field,Pool,Formation,Status (Detailed),Status (Simple),Total Depth (TD),Total Vertical Depth (TVD),Surface Longitude,Surface Latitude,Estimated LLR (Well)
100082807725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,608,608,-113.815975,55.698198,0
100102807725W400,Gas,Marten Hills,Commingled Pool 001,Mannville,Flowing,Active,612,612,-113.822034,55.70236,1.11
100112807725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,591.3,591.3,-113.828891,55.703554,0
100162807725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,608,608,-113.814883,55.70568,0
100092907725W400,Gas,Marten Hills,Commingled Pool 001,Wabiskaw,Flowing,Active,588,588,-113.83863,55.704369,3.76
100083307725W400,Gas,Marten Hills,Commingled Pool 001,Mannville,Suspended,Suspended,617,617,-113.813924,55.712069,0
100163307725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,605,587.17,-113.813884,55.721028,0
100013407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,807,592.42,-113.793749,55.712433,7.41
102013407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,815,588.97,-113.793749,55.712029,3.74
103013407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,716,592.93,-113.793749,55.711894,3.43
104013407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,639.5,587.75,-113.793749,55.712298,0.88
100023407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,738,592.78,-113.793829,55.712837,0.91
100063407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,605,592.78,-113.800494,55.713939,0
102073407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,593,593,-113.793749,55.712163,0.65
103073407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,664,589.52,-113.793829,55.711759,8.27
100083407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,663,594.16,-113.793749,55.712702,7.99
102083407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,822,595.17,-113.793749,55.712568,2.91
100093407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,598,572.47,-113.792584,55.719594,11.42
102093407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,807.5,570.51,-113.792584,55.719459,7.56
103093407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,691,577.31,-113.792664,55.719325,5.3
104093407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,737,571.53,-113.792584,55.719729,3.18
100103407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,655,574.17,-113.792743,55.718921,0.18
100143407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,624,574.89,-113.800575,55.719695,0
100153407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,597,582.36,-113.792743,55.719055,0.13
102153407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,644,571.51,-113.792743,55.71919,4.05
100163407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,621,574.39,-113.792584,55.719998,0
102163407725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,750,565.87,-113.792584,55.719864,0
100013507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,787,572.18,-113.767398,55.713403,0.5
102013507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,815,571.89,-113.767396,55.713268,2.19
103013507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,780,573.66,-113.767954,55.713134,0
104013507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,641,576.58,-113.767716,55.713134,0
100023507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,607,580.69,-113.768209,55.713134,0
102023507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,744,577.71,-113.768432,55.713135,0
100033507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,658,583.24,-113.777222,55.711977,5.22
102033507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,717,573.77,-113.777222,55.711842,6.87
100043507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,719,578.36,-113.777142,55.712785,0
102043507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,755,581.39,-113.777222,55.712381,0
103043507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,659,581.19,-113.777222,55.712516,0
100053507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,580,580,-113.777222,55.712246,8.88
102053507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,677,585.09,-113.777221,55.712651,0
103053507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,650,578.48,-113.777301,55.711707,2.08
102063507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,701,586.11,-113.777222,55.712112,10.02
100073507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,603,572.83,-113.76867,55.713135,7.81
100083507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,617,578.33,-113.767396,55.713672,5.5
102083507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,769,571.71,-113.767396,55.713537,7.44
100093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,576,559.59,-113.766272,55.719371,12.07
102093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,770,556.32,-113.766178,55.719247,7.94
103093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,650,557,-113.766159,55.719105,7.61
104093507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,718,565.42,-113.766364,55.719495,8.97
100103507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,702,558.22,-113.766643,55.719867,3.18
102103507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,592,563.17,-113.766737,55.719991,8.38
100113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Suspended,Suspended,570,555.78,-113.777067,55.719992,0
102113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,741,547.53,-113.776828,55.719992,3.12
103113507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,624,555.12,-113.77659,55.719992,7.32
100123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,688.5,546.61,-113.777306,55.719993,5.17
102123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,735.5,544.16,-113.777544,55.719993,5.71
103123507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,612.5,545.23,-113.777783,55.719993,3.01
102133507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,610,549.03,-113.778499,55.719993,4.67
100143507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,667,545.38,-113.778022,55.719993,3.05
103143507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Pumping,Active,576.5,544.68,-113.77826,55.719993,3.35
102153507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,604,568.68,-113.766756,55.720133,0
100163507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,618.5,565.26,-113.766551,55.719743,3.07
102163507725W400,Bitumen,Marten Hills,Wabiskaw-Mcmurray,McMurray,Flowing,Active,747,561.31,-113.766457,55.719619,6.84
100143607725W400,Bitumen,Marten Hills,Unspecified,McMurray,Drilled And Cased,Standing Cased,559,559,-113.75124,55.719178,0
100153607725W400,Gas,Marten Hills,Wabiskaw OO,Wabamun,Suspended,Suspended,600,600,-113.740622,55.722066,0
100153607725W402,Gas,Marten Hills,Wabamun I,Wabamun,Suspended,Suspended,600,600,-113.740622,55.722066,0
100160807726W400,Gas,Marten Hills,Commingled Pool 001,Mannville,Suspended,Suspended,657,657,-113.992575,55.661923,0
100160807726W402,Gas,Marten Hills,Grand Rapids G5G,Mannville,Suspended,Suspended,657,657,-113.992575,55.661923,0
102160807726W400,Gas,Marten Hills,Commingled Pool 001,Wabamun,Suspended,Suspended,645.4,645.4,-113.995909,55.664585,0
102160807726W402,Gas,Marten Hills,Clearwater H2H,Wabamun,Flowing,Active,645.4,645.4,-113.995909,55.664585,3.36
100060907726W400,Gas,Marten Hills,Grand Rapids G5G,Wabamun,Suspended,Suspended,730,730,-113.978299,55.654802,0
100151407726W400,Unspecified,Marten Hills,Unspecified,Mannville,Drilled And Cased,Standing Cased,668,642.72,-113.923019,55.678294,0
100151407726W402,Gas,Marten Hills,Grand Rapids E5E,Mannville,Suspended,Suspended,668,642.72,-113.923019,55.678294,0
100151507726W402,Gas,Marten Hills,Grand Rapids G5G,Mannville,Suspended,Suspended,624,624,-113.94915,55.677783,0
100151507726W404,Unspecified,Marten Hills,Unspecified,Mannville,Drilled And Cased,Standing Cased,624,624,-113.94915,55.677783,0
102151507726W400,Gas,Marten Hills,McMurray T,Wabamun,Flowing,Active,617,617,-113.947066,55.67646,8.01
102151507726W402,Gas,Marten Hills,Grand Rapids G5G,Wabamun,Suspended,Suspended,617,617,-113.947066,55.67646,0
100011707726W400,Gas,Marten Hills,Commingled Pool 001,Mannville,Suspended,Suspended,641,641,-113.996691,55.666174,0
100011707726W402,Gas,Marten Hills,Commingled Pool 001,Mannville,Flowing,Active,641,641,-113.996691,55.666174,69.1
100011707726W403,Gas,Marten Hills,Grand Rapids G5G,Mannville,Flowing,Active,641,641,-113.996691,55.666174,15.64
102102107726W400,Gas,Marten Hills,Mannville Undefined,McMurray,Suspended,Suspended,598,598,-113.971534,55.689941,0
100072207726W400,Gas,Marten Hills,Wabamun G,Unspecified,Suspended,Suspended,625.1,625.1,-113.948739,55.684637,0
100092407726W400,Gas,Marten Hills,McMurray R,McMurray,Flowing,Active,610,603.89,-113.887416,55.687502,0.62
100092407726W402,Gas,Marten Hills,Grand Rapids N5N,McMurray,Suspended,Suspended,610,603.89,-113.887416,55.687502,0
100102407726W402,Gas,Marten Hills,Commingled Pool 001,Wabamun,Flowing,Active,622.7,622.7,-113.896723,55.687661,4.34
100102407726W403,Gas,Marten Hills,Grand Rapids N5N,Wabamun,Suspended,Suspended,622.7,622.7,-113.896723,55.687661,0
100012507726W400,Gas,Marten Hills,Commingled Pool 001,Wabamun,Suspended,Suspended,610,610,-113.892258,55.696424,0
100012507726W402,Disposal - Water,Marten Hills,Commingled Pool 001,Wabamun,Not Applicable,Active,610,610,-113.892258,55.696424,0
100042607726W400,Unspecified,Marten Hills,Unspecified,Wabamun,Drilled And Cased,Standing Cased,575,575,-113.934772,55.696028,0
100042607726W402,Gas,Marten Hills,Grand Rapids E5E,Wabamun,Suspended,Suspended,575,575,-113.934772,55.696028,0
100042607726W403,Gas,Marten Hills,Clearwater I2I,Wabamun,Suspended,Suspended,575,575,-113.934772,55.696028,0
102062707726W400,Unspecified,Marten Hills,Unspecified,Mannville,Drilled And Cased,Standing Cased,569,569,-113.955665,55.698621,0
100103407726W400,Gas,Marten Hills,Grand Rapids Undefined,Wabiskaw,Suspended,Suspended,539,539,-113.946028,55.717266,0
100103407726W402,Unspecified,Marten Hills,Unspecified,Wabiskaw,Drilled And Cased,Standing Cased,539,539,-113.946028,55.717266,0
102113407726W400,Gas,Marten Hills,Clearwater F2F,Wabiskaw-McMurray,Flowing,Active,526,526,-113.955082,55.717367,8.08
102113407726W402,Commingled,Marten Hills,Clearwater F2F,Wabiskaw-McMurray,Not Applicable,Active,526,526,-113.955082,55.717367,0
100123507726W400,Unspecified,Marten Hills,Unspecified,Mannville,Drilled And Cased,Standing Cased,553,553,-113.938475,55.717771,0
100070507701W503,Gas,Marten Hills,Grand Rapids Undefined,McMurray,Suspended,Suspended,682,682,-114.117987,55.642962,0
100161407701W502,Gas,Marten Hills,Grand Rapids M6M,Mannville,Suspended,Suspended,634,634,-114.031157,55.676459,0
100161407701W504,Gas,Marten Hills,Grand Rapids M6M,Mannville,Flowing,Active,634,634,-114.031157,55.676459,0.77
100030207702W500,Unspecified,Marten Hills,Unspecified,McMurray,Drilled And Cased,Standing Cased,707,707,-114.197976,55.637844,0
100070307702W500,Gas,Marten Hills,Wabiskaw X,McMurray,Suspended,Suspended,689,689,-114.215413,55.641875,0
100040407702W500,Gas,Marten Hills,Clearwater Undefined,Wabiskaw,Suspended,Suspended,731,731,-114.255782,55.638362,0
100100507702W502,Gas,Marten Hills,Temporary Commingled,Unspecified,Flowing,Active,682.8,682.8,-114.268354,55.645778,1.54
100030607702W500,Gas,Marten Hills,Commingled Pool 025,McMurray,Flowing,Active,707,692.39,-114.303037,55.637861,6.14
100030607702W502,Gas,Marten Hills,Clearwater Undefined,McMurray,Flowing,Active,707,692.39,-114.303037,55.637861,2.98
100010707702W500,Gas,Marten Hills,Wabiskaw Y,Wabiskaw,Suspended,Suspended,664,664,-114.291142,55.653118,0
100010707702W502,Gas,Marten Hills,Clearwater J2J,Wabiskaw,Flowing,Active,664,664,-114.291142,55.653118,3.47
100130807702W500,Gas,Marten Hills,Grand Rapids K4K,Wabamun,Suspended,Suspended,663,663,-114.285777,55.664502,0
100040907702W500,Gas,Marten Hills,Clearwater J2J,Wabiskaw,Suspended,Suspended,675,675,-114.259585,55.653286,0
100101007702W500,Gas,Marten Hills,Clearwater YY,Wabamun,Flowing,Active,675,675,-114.221179,55.659511,3.14
102051107702W500,Gas,Marten Hills,Clearwater YY,Wabamun,Suspended,Suspended,701,701,-114.206015,55.65519,0
100090107703W500,Gas,Marten Hills,Grand Rapids Undefined,McMurray,Suspended,Suspended,676,676,-114.317063,55.645544,0
100010307703W500,Disposal - Water,Marten Hills,Wabiskaw Undefined,Wabamun,Suspended,Suspended,751,711.18,-114.369716,55.638317,0
100100307703W500,Gas,Marten Hills,Clearwater Undefined,McMurray,Flowing,Active,692.5,692.5,-114.372346,55.643796,0.52
100080407703W503,Gas,Marten Hills,Clearwater ZZZ,Wabiskaw,Pumping,Active,689,689,-114.39482,55.642469,3.45
100080407703W504,Gas,Marten Hills,Clearwater ZZZ,Wabiskaw,Suspended,Suspended,689,689,-114.39482,55.642469,0
100100807703W500,Unspecified,Marten Hills,Unspecified,Wabiskaw,Drilled And Cased,Standing Cased,659,659,-114.427434,55.659923,0
100071207703W500,Gas,Marten Hills,Grand Rapids Undefined,Wabamun,Suspended,Suspended,674,674,-114.321617,55.655521,0
100081607703W500,Gas,Marten Hills,Wabiskaw M,Wabamun,Suspended,Suspended,676,676,-114.393679,55.67097,0
100081607703W502,Gas,Marten Hills,Clearwater Undefined,Wabamun,Suspended,Suspended,676,676,-114.393679,55.67097,0
100061207826W400,Gas,Marten Hills,McMurray Undefined,Wabamun,Test Completed,Testing,568,568,-113.900624,55.742476,0
100061207826W402,Gas,Marten Hills,Wabiskaw NN,Wabamun,Flowing,Active,568,568,-113.900624,55.742476,2.36
100151707826W400,Gas,Marten Hills,Clearwater Undefined,Mannville,Testing,Testing,528,528,-114.00048,55.765278,0
100151707826W402,Gas,Marten Hills,Clearwater Undefined,Mannville,Testing,Testing,528,528,-114.00048,55.765278,0
100163507826W400,Observation,Marten Hills,Wabiskaw Undefined,McMurray,Not Applicable,Active,494,494,-113.916524,55.807476,0
100103607826W400,Observation,Marten Hills,Wabiskaw Undefined,McMurray,Not Applicable,Active,490,490,-113.897127,55.805416,0
100123607826W400,Observation,Marten Hills,McMurray Undefined,McMurray,Not Applicable,Active,493,493,-113.909717,55.804696,0
100143607826W400,Observation,Marten Hills,McMurray Undefined,McMurray,Not Applicable,Active,492,492,-113.903381,55.806729,0
100163607826W400,Observation,Marten Hills,Wabiskaw Undefined,Wabamun,Not Applicable,Active,536,536,-113.892694,55.808109,0
100013507526W400,Bitumen,Marten Hills,Unspecified,Wabiskaw,Drilled And Cased,Standing Cased,810,775.3,-113.919482,55.539183,0
100012807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.815949,55.69792,
100022807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.815959,55.698054,
100072807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.815988,55.698458,
102082807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.815978,55.698324,
103092807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.814864,55.705532,
103102807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.814855,55.705397,
103152807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.814893,55.705936,
105162807725W400,Bitumen,Marten Hills,Unspecified,McMurray,Cancelled,Cancelled,0,0,-113.814883,55.705801,
100103507826W400,Observation,Marten Hills,McMurray Undefined,McMurray,Not Applicable,Active,489,489,-113.922829,55.804493,0
100082707526W402,Bitumen,Marten Hills,Clearwater Undefined,Wabiskaw,Pumping,Active,824,820.82,-113.945841,55.522363,0
100012307325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2329,525.78,-113.699589,55.327814,32.88
100043007324W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2464,524,-113.699589,55.327725,34.61
100092807826W400,Observation,Marten Hills,McMurray Undefined,Wabamun,Not Applicable,Active,545,545,-113.96959,55.79106,0
100012307325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2302,527.87,-113.699589,55.327814,0
100012307325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2308,527.06,-113.699589,55.327814,0
100012307325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2317,527.24,-113.699589,55.327814,0
100043007324W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2438,523.09,-113.699589,55.327725,0
100043007324W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2439,522.86,-113.699589,55.327725,0
100043007324W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2451,527.53,-113.699589,55.327725,0
100071907501W502,Gas,Marten Hills,Wabiskaw Undefined,Wabiskaw,Flowing,Active,731,731,-114.13767,55.509687,28.55
1AA093207725W400,Oil Sands Evaluation,Marten Hills,Unspecified,Ireton,Drilled And Cased,Standing Cased,980,980,-113.836596,55.717008,
1AA151207826W400,Oil Sands Evaluation,Marten Hills,Unspecified,Wabamun,Cancelled,Cancelled,0,0,-113.896212,55.750126,
1AA121407826W400,Oil Sands Evaluation,Marten Hills,Unspecified,Wabamun,Cancelled,Cancelled,0,0,-113.938544,55.759625,
102140707601W500,Gas,Marten Hills,Unspecified,Wabamun,Cancelled Licence,Cancelled,,,-114.146862,55.575668,
100081207504W500,Gas,Marten Hills,Unspecified,Banff,Cancelled Licence,Cancelled,,,-114.470239,55.481159,
103121607424W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2230,518.92,-113.617887,55.412318,11.14
100131607424W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2335,518.75,-113.617729,55.41232,10.6
100032007424W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2239,562.77,-113.663905,55.433784,
100142107424W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2425,565.08,-113.663751,55.433805,5.89
100131707425W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2797,616.57,-113.856214,55.419656,
100023507425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Drilled And Cased,Standing Cased,602.5,602.48,-113.736473,55.448647,
100012507325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2359,524.76,-113.699598,55.328264,
100023007324W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2254,529.36,-113.686503,55.330392,
100142107424W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2402,562.74,-113.663751,55.433805,0
100142107424W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2397,562.7,-113.663751,55.433805,0
100142107424W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2392,562.03,-113.663751,55.433805,0
100131607424W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2275,518.33,-113.617729,55.41232,0
100131607424W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2314,518.32,-113.617729,55.41232,0
100131607424W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2319,518.14,-113.617729,55.41232,0
103121607424W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2228,518.92,-113.617887,55.412318,0
103121607424W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2219,518.92,-113.617887,55.412318,0
103121607424W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2220,518.92,-113.617887,55.412318,0
102023007324W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2220,530.36,-113.686503,55.330482,
100031907324W400,Bitumen,Marten Hills,Unspecified,Ireton,Drilled And Cased,Standing Cased,986,985.4,-113.686503,55.330302,
100032707526W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2182,763.72,-113.933963,55.52274,
100160707525W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2300,609.02,-113.867886,55.471759,
100042007425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2664,2664,-113.856348,55.419508,
100111007525W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,606,606,-113.759899,55.487085,
100113207425W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2283,565.31,-113.817237,55.440058,
100111707625W403,Unspecified,Marten Hills,Unspecified,Wabiskaw-McMurray,Drilled And Cased,Standing Cased,694,694,-113.850423,55.585908,0
100083607425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2480,566.08,-113.736473,55.448647,0
100083607425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2492,566.08,-113.736473,55.448647,0
100083607425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2506,566.3,-113.736473,55.448647,0
100083607425W402,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Flowing,Active,2526,566.08,-113.736473,55.448647,36.79
100131707425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2768,617.74,-113.856214,55.419656,
100131707425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2768,622.16,-113.856214,55.419656,
100131707425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2759,617.25,-113.856214,55.419656,
100032007424W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2270,562.9,-113.663905,55.433829,
100032007424W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2253,562.63,-113.663905,55.433829,
100032007424W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2241,562.63,-113.663905,55.433829,
100012507325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2348,524.76,-113.699598,55.328264,
100012507325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2371,524.76,-113.699598,55.328264,
100012507325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2360,524.76,-113.699598,55.328264,
102033007324W405,Drain,Marten Hills,Unspecified,Ireton,Not Applicable,Active,2321,529.76,-113.686503,55.330302,
102033007324W404,Drain,Marten Hills,Unspecified,Ireton,Not Applicable,Active,2310,529.19,-113.686503,55.330302,
102033007324W403,Drain,Marten Hills,Unspecified,Ireton,Not Applicable,Active,2310,530.07,-113.686503,55.330302,
102033007324W402,Bitumen,Marten Hills,Clearwater Undefined,Ireton,Pumping,Active,2322,532.39,-113.686503,55.330302,
100033007324W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2206,529.26,-113.686503,55.330482,
100033007324W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2201,529.26,-113.686503,55.330482,
100033007324W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2206,529.26,-113.686503,55.330482,
100023007324W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2258,529.17,-113.686503,55.330392,
100023007324W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2246,529.17,-113.686503,55.330392,
100023007324W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2245,529.36,-113.686503,55.330392,
100123007425W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2506,565.68,-113.817364,55.440066,
100032707526W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2234,766.16,-113.933963,55.52274,
100042707526W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2452,765.03,-113.933963,55.52274,
102050507525W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,1406,600.68,-113.872217,55.465271,
100101007525W409,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2558,573.43,-113.759899,55.487085,
100091007525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2440,569.07,-113.759899,55.487085,
100101007525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2610,573.55,-113.759899,55.487085,
100091007525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2455,570.44,-113.759899,55.487085,
100091007525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2416,570.78,-113.759899,55.487085,
100091007525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2500,575.52,-113.759899,55.487085,
100101007525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2603,571.18,-113.759899,55.487085,
100071007525W402,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2791,571.62,-113.759899,55.487085,
100160707525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2184,608.85,-113.867886,55.471759,
